year,month,cpi,gdp,federal fund rate,10yr,sp500,crude oil,UNRATE,industrial production,dollar index,home price,gold,vix
2006,5,0.00298953662182,0.049,0.0340325362868,0.0229704478151,-0.00935634838444,0.0114002916048,-0.0212765957447,-0.0014,-0.0202282122428,0.00397495235502,0.0999653656502,0.220063810015
2006,6,0.00248385494287,0.012,0.0133640552997,-0.000116607251809,-0.0285880902016,0.000121705932331,0.0,0.0037,0.0116427845164,0.000922008894674,-0.113949798303,0.170471698114
2006,7,0.00545094152626,0.012,0.0504774897675,-0.00340093302663,0.00568032480056,0.048851299854,0.0217391304348,-0.0003,-0.00267749734324,0.000379301002438,0.0626250747258,-0.0941350312976
2006,8,0.00443568260227,0.012,-0.000745341615238,-0.0417541216747,0.0213545158281,-0.0181768586527,0.0,0.0035,-0.00642323210874,-0.00113747156321,-0.00479425912114,-0.12881775216
2006,9,-0.00490677134446,0.004,0.00122244322924,-0.032528453158,0.0238155339985,-0.125725793018,-0.0425531914894,-0.0017,0.00227908955304,-0.00108453988395,-0.0508125280902,-0.0874222540599
2006,10,-0.00443786982249,0.004,-0.000747943156592,0.00137491418687,0.0345870809084,-0.074468766229,-0.0222222222222,-0.0004,0.002819251908,-0.000814288040823,-0.0193813591854,-0.0720699547458
2006,11,0.000495294700347,0.004,0.000453638178008,-0.0272225904899,0.0185181498457,0.00436986502394,0.0227272727273,-0.0009,-0.00829771962876,-0.00228186460937,0.0702075678449,-0.0432273898592
2006,12,0.00544554455446,0.032,-0.00265711435522,-0.00641929932747,0.0200111312038,0.045311071916,-0.0222222222222,0.0105,-0.00747047284605,-0.00217817468961,0.000489266289497,0.0135779372294
2007,1,0.00165928114229,0.032,0.00411904307237,0.0420960721287,0.0054651868796,-0.119415960758,0.0454545454545,-0.0049,0.0091412379105,-0.00278323510151,0.00441527318572,0.00711386748142
2007,2,0.00387835054587,0.032,0.00157279915322,-0.00697951045824,0.0144883456575,0.0862503827756,-0.0217391304348,0.0103,-0.00332418413273,-0.001368138784,0.0537941472213,0.0102117417161
2007,3,0.0052001214341,0.002,-0.00112648418757,-0.0342027736836,-0.026192277107,0.0227750085214,-0.0222222222222,0.0018,-0.00489885501873,-0.00153441473038,-0.0162190734081,0.359244247139
2007,4,0.00300066248393,0.002,-0.00334082138206,0.0280706254049,0.0402964822396,0.0542561869047,0.0227272727273,0.0073,-0.0126055567821,-0.00032930845225,0.0386534155336,-0.147053180645
2007,5,0.00413299401663,0.002,0.00118476564908,0.0126542618496,0.0324458711404,-0.00788760867481,-0.0222222222222,0.0004,-0.00856509745422,-0.00137257055013,-0.0179340900708,0.0282012891595
2007,6,0.00231675171096,0.031,0.000812273995324,0.075128134299,0.00221866451116,0.0629396741809,0.0454545454545,0.0001,-0.0024112167749,-0.00186926164165,-0.0181423145489,0.124073214999
2007,7,0.00178059584817,0.031,0.0017221064085,-0.0218380614502,0.00410385017016,0.0980452994112,0.0217391304348,-0.0004,-0.0125741687746,-0.00302946846599,0.0154444516286,0.155590952532
2007,8,0.000308280708853,0.031,-0.0432540244549,-0.0629437339313,-0.0434586693195,-0.0241641137098,-0.0212765957447,0.0019,0.00534254608135,-0.00414364640884,0.000475234718852,0.448827882471
2007,9,0.00423755339077,0.027,-0.0136839378473,-0.0345998653456,0.0292168732665,0.100438794146,0.0217391304348,0.0035,-0.0132675368971,-0.00621359223301,0.0716764062548,-0.112967704181
2007,10,0.00308323783128,0.027,-0.0438311688297,0.00121521219688,0.0284162155013,0.0757531605009,0.0,-0.0048,-0.0202002688184,-0.00887623513649,0.0606241538858,-0.138893756687
2007,11,0.00785888426789,0.027,-0.0530965827518,-0.0838803382001,-0.0495391983727,0.104755427097,0.0,0.0053,-0.0144545978938,-0.013292779092,0.0651747886188,0.338294959527
2007,12,0.00289801455173,0.014,-0.0617146669632,-0.0112980792369,0.0108264464391,-0.0305282147275,0.063829787234,-0.0001,0.00860132840758,-0.0104463979906,0.00110228991056,-0.153675334587
2008,1,0.00344770507697,0.014,-0.068161040192,-0.0903544708512,-0.0679166297093,0.0129334563479,0.0,-0.0029,-0.00806093027697,-0.0130372079608,0.100642983234,0.192378665013
2008,2,0.00241782687794,0.014,-0.246457122093,0.00126400500545,-0.0173284048315,0.0260408606674,-0.02,-0.0033,-0.00856197053873,-0.0109883686948,0.041917605695,-0.01395211569
2008,3,0.00357802780612,-0.027,-0.12139843279,-0.0657920618821,-0.0279948851276,0.105622502596,0.0408163265306,-0.0024,-0.0197513323571,-0.00762366290408,0.0381542324133,0.0647195160277
2008,4,0.0023143810202,-0.027,-0.128754615308,0.0470508679093,0.0406441971369,0.0668063676058,-0.0196078431373,-0.0074,-0.0038840211035,-0.00351357789424,-0.0525928812625,-0.204430155784
2008,5,0.00591749165662,-0.027,-0.120999532307,0.0611933284903,0.0238958531478,0.115556900238,0.08,-0.005,0.00344248293262,-0.00179286439969,-0.0214653777777,-0.151158705398
2008,6,0.0104782350099,0.02,0.00406115623746,0.0545480396288,-0.0441604109218,0.0682069208945,0.037037037037,-0.0016,0.00214526750649,-0.00287373525714,-0.000289489753185,0.20800270573
2008,7,0.00714144475152,0.02,0.00882486535474,-0.0271102304756,-0.062571876345,-0.00396348169937,0.0357142857143,-0.0053,-0.00712167190429,-0.00492344641249,0.055555356651,0.0999927557802
2008,8,-0.0014884757278,0.02,-0.0162946763575,-0.0237625657222,0.0192042559579,-0.125830673205,0.051724137931,-0.0148,0.0261127028731,-0.00862849212575,-0.10976637704,-0.149072618004
2008,9,0.00085509168229,-0.019,-0.0613761687821,-0.0508185834476,-0.0503044860571,-0.110759248299,0.0,-0.0431,0.0240450400612,-0.0144248326233,-0.00960370795681,0.461103057916
2008,10,-0.00859843656483,-0.019,-0.454336468132,0.027396210936,-0.203949017034,-0.260590822605,0.0655737704918,0.0094,0.0668161047093,-0.0169826468227,-0.0286491008551,1.02315745798
2008,11,-0.0177054770847,-0.019,-0.619352596564,-0.0798600455051,-0.08852215759,-0.251327906085,0.0461538461538,-0.0123,0.0247037215986,-0.019474808393,-0.0551518336253,0.0238990638327
2008,12,-0.0082335223994,-0.082,-0.558627885744,-0.313525159504,-0.00620436771669,-0.268079695598,0.0735294117647,-0.0293,-0.0107032453346,-0.0225525371604,0.0855638469507,-0.163386968029
2009,1,0.00253077134126,-0.082,-0.0813829787229,0.0304884751569,-0.0136586596336,-0.00282507865525,0.0684931506849,-0.0237,0.00657145395604,-0.020909805978,0.0448534330092,-0.147352351875
