year,month,hours,claim,con_order,man_order,permit,M2,spread,umich,sp500
2000,1,0.002415458937198102,0.013724183877415056,0.05563348753917326,-0.022551221524499242,0.026143790849673203,0.0060932131976404605,0.2346938775510204,0.06261859582542689,-0.00216852512421
2000,2,0.0,0.03093235191026989,-0.04430433430405157,-0.08562719812426729,-0.02026635784597568,0.002856345166763349,-0.3471074380165289,-0.0062500000000000255,-0.0257518752821
2000,3,-0.0024096385542169015,-0.04929876753081173,-0.006508490621856695,0.08795322837068567,-0.024231678486997636,0.006595854034606662,-0.48101265822784817,-0.0377358490566038,0.0384045230021
2000,4,0.004830917874396204,-0.03799731783638802,0.015782264308260376,0.012130354168630779,-0.03270745003028468,0.011871330099566034,-1.073170731707317,0.01960784313725498,0.0132728099822
2000,5,-0.009615384615384581,0.05018587360594796,-0.030810272045028144,-0.010261744341292265,-0.033813400125234816,-0.0026281485219292714,-6.666666666666667,0.013736263736263736,-0.0293396950015
2000,6,0.0024271844660192794,0.011504424778761062,-0.02071927648891443,0.07119664956943203,0.018794556059624108,0.0037523452157598885,-3.529411764705882,-0.03884372177055101,0.030652218849
2000,7,0.004842615012106606,0.02589676290463692,-0.012200395354583643,-0.06898318983189831,-0.019083969465648856,0.0036963141867059463,0.13953488372093023,0.017857142857142776,0.00755384275707
2000,8,-0.012048192771084338,0.04767184035476718,-0.06904099308964698,0.018527547537786446,0.00648508430609598,0.005879768157184292,0.36734693877551033,-0.009233610341643583,0.00845603511875
2000,9,0.002439024390243937,-0.0023606023606023607,0.13042017935713565,0.030482249571488134,0.011597938144329897,0.007405558329172984,0.07462686567164169,-0.004659832246039143,-0.011716425381
2000,10,0.0,-0.0235394908616188,-0.03621939624435465,-0.04724798825168957,0.0044585987261146496,0.0033038737920211446,0.0694444444444445,-0.009363295880149813,-0.0530701929834
2000,11,0.0,0.06329642782536035,-0.04343804914141258,-0.01590122680088078,0.023462270133164237,0.0022227710545814155,0.025974025974025997,0.01701323251417767,-0.0108675239774
2000,12,-0.01703163017031637,0.07332023575638506,-0.012794894933608353,-0.00023973533219325864,-0.04399008674101611,0.00919993428618352,0.46835443037974667,-0.08550185873605938,-0.032076356754
2001,1,0.004950495049505021,0.005088592766144384,-0.07521791648983056,-0.027911884132109856,0.10110174983797797,0.010296272179716825,-0.29310344827586204,-0.03760162601626019,0.00352955713315
2001,2,-0.002463054187192153,0.05463485703879075,0.06368482366646662,-0.00182541770819629,-0.025309005297233667,0.007693856998992914,-0.5243902439024389,-0.04329461457233377,-0.0223688887621
2001,3,0.0,0.05957520290105336,0.0009292754969964488,-0.042028436331284905,0.0018115942028985507,0.011572593540134424,0.07692307692307684,0.009933774834437149,-0.091825720055
2001,4,-0.002469135802469171,0.020208604954367666,-0.026691866441195,-0.056839679427647644,0.004219409282700422,0.0126257137776372,-1.8095238095238095,-0.03387978142076496,0.00336256693511
2001,5,0.0,0.007028753993610224,0.0538597806091163,0.03205630823653836,-0.0006002400960384153,-0.0006243902439024035,2.470588235294117,0.04072398190045242,0.0676824661855
2001,6,-0.0024752475247525104,0.01713197969543147,-0.01596896718926782,-0.020689411473700948,-0.023423423423423424,0.007868327541098868,0.11016949152542384,0.006521739130434721,-0.0249189522663
2001,7,0.009925558312655229,-0.011072988147223956,0.01596530994382576,-0.0359385148300498,-0.017220172201722016,0.00579221634606064,0.12213740458015261,-0.0021598272138227716,-0.0276604430996
2001,8,-0.009828009828009967,0.0014193344898281027,0.008051217382869338,0.013717344112583277,0.010638297872340425,0.0065292758089367554,-0.10204081632653056,-0.0097402597402598,-0.0215396371488
2001,9,-0.0024813895781636308,0.03697637795275591,-0.06460097510905825,-0.06339419225017999,-0.030959752321981424,0.021163818672381863,0.25757575757575746,-0.10601092896174867,-0.113585922922
2001,10,-0.0024875621890547614,0.16161462762726278,0.023900967011864754,-0.01969054893071844,0.0006389776357827476,-0.002529747962147475,0.2530120481927712,0.011002444987775131,0.0305811690681
2001,11,0.0,-0.04667276768204994,0.0485615727251415,0.03214975068360946,0.05427841634738186,0.008172083411609994,0.23076923076923075,0.014510278113663878,0.0493157814103
2001,12,0.0024937655860349482,-0.05485463521667581,0.023954773387843752,-0.0008765949157494887,0.01756511205330103,0.00989471722724315,0.27734375,0.058402860548271644,0.0134964075508
2002,1,-0.0024875621890547614,-0.04962275101567034,-0.004866028260394897,-0.07950867615519594,-0.008928571428571428,0.0037825669791128496,0.012232415902140683,0.04729729729729733,-0.00412460233377
2002,2,0.004987531172069719,-0.012366412213740458,-0.018901043788985362,0.06858425823943065,0.07327327327327328,0.005422694435764048,-0.042296072507552906,-0.024731182795698893,-0.0346767299388
2002,3,0.0049627791563276145,-0.006461586025660844,-0.04121405750798722,-0.049435084241823586,-0.053721320649132626,0.0021756618399882324,0.11987381703470028,0.05512679162072767,0.0482634244901
2002,4,0.002469135802469171,0.09083271097834204,0.12529156947684106,0.03380181833347235,-0.013010053222945003,1.8243181610939305e-05,-0.0253521126760563,-0.028213166144200656,-0.0361910511436
2002,5,0.0,-0.05634003708458137,-0.009831211134142731,0.030114770962341407,0.02816057519472738,0.004670169293636795,-0.01445086705202307,0.0419354838709678,-0.0294656597741
2002,6,0.002463054187192153,-0.0498186215235792,-0.016418446079310964,-0.04006265909535931,0.024475524475524476,0.004539511911679257,-0.06744868035190615,-0.04643962848297213,-0.0604296770392
2002,7,-0.007371007371007475,-0.01469839653855943,0.03596947307610447,0.008526436031331592,-0.011376564277588168,0.007718448356892343,-0.08176100628930824,-0.046536796536796654,-0.108926894899
2002,8,0.0024752475247525104,0.00833064255731353,0.0029643108710965017,0.03124873589256098,-0.02474108170310702,0.00760551758775952,-0.13698630136986298,-0.005675368898978434,0.00991901500057
2002,9,0.0,0.03881132317151274,-0.021654522576302928,-0.054268735167787865,0.06371681415929203,0.004343723853096618,-0.1587301587301587,-0.01712328767123288,-0.0490285746732
2002,10,-0.004938271604938342,0.0026202219482120838,0.03218377052612688,0.015470759021153049,-0.0022185246810870773,0.007905418579506242,0.033018867924528225,-0.06387921022067364,-0.015188422898
2002,11,0.0024813895781638073,-0.01614142966948501,-0.02211017415746617,0.008659069558469143,-0.01556420233463035,0.008775477903030026,0.23744292237442924,0.044665012406948,0.0647018139526
2002,12,0.0024752475247525104,0.013125,-0.027321756652640312,-0.011986232030775461,0.07058159232072275,0.0037132596492451767,0.029520295202952056,0.029691211401425176,-0.0118134738889
2003,1,-0.004938271604938342,-0.018969771745835903,0.062301974165244946,0.0005123160785278086,-0.046413502109704644,0.005714285714285651,0.007168458781362013,-0.04959630911188001,-0.00371609204972
2003,2,0.0,0.019650998270712153,-0.01405259686254266,0.004137394260901624,0.025442477876106196,0.006268996960486354,-0.06049822064056937,-0.030339805825242715,-0.064986979731
2003,3,0.0024813895781638073,0.04606845513413506,-0.0057884173477995285,0.06131565527791943,-0.052319309600863,0.003535448881871448,-0.030303030303030328,-0.02878598247809776,0.010747704826
2003,4,-0.007425742574257356,0.013147034547812757,-0.011468695143358689,-0.057446522265572446,0.02618099032441662,0.00643031826655028,0.05468750000000005,0.10824742268041246,0.0512676436601
2003,5,0.0024937655860349482,-0.0002909514111143439,0.010536285071623061,0.04047551078667265,0.01774819744869662,0.010229570595932085,-0.1444444444444445,0.07093023255813947,0.0516132760207
2003,6,0.002487562189054585,-0.01338766006984866,0.008639878163074039,-0.017990475630548532,0.021798365122615803,0.0061563304233737785,-0.08658008658008666,-0.02605863192182401,0.0555923566356
2003,7,-0.004962779156327438,-0.012389380530973451,0.03365370655361654,-0.015406414017441977,0.005333333333333333,0.007807145125967504,0.40758293838862575,0.013377926421404713,0.00459676313396
2003,8,0.0024937655860349482,-0.04241338112305854,-0.04247429630878139,0.024748160609684416,0.04297082228116711,0.009637714816535128,0.1515151515151514,-0.017601760176017694,-0.00302750826463
2003,9,0.007462686567164108,0.0006238303181534623,0.07032212638619961,0.0246647414850271,-0.00254323499491353,-0.0046332046332046035,-0.0467836257309942,-0.01791713325867855,0.0302264129676
2003,10,0.002469135802469171,-0.04332917705735661,-0.005153084998492449,-0.013473602934079723,0.026007139214686385,-0.0014690589769408159,0.0061349693251533804,0.02166476624857459,0.0189245144622
2003,11,0.007389162561576284,-0.03577712609970674,-0.0062267529962804795,0.015692566576007202,-0.04671968190854871,0.0008430588157503825,0.0060975609756097615,0.04575892857142867,0.0107497922961
2003,12,-0.004889975550122145,-0.026257096512570965,-0.024674928609054868,0.02629601803155522,0.03597497393117831,-0.0003138161697910044,-0.0030303030303029657,-0.011739594450373623,0.0292749994399
2004,1,0.004914004914004809,-0.010792989762276592,-0.02075101623127434,-0.056688065472838535,-0.017614494212380472,0.0014043551531573207,-0.04255319148936174,0.1209503239740821,0.048009800619
2004,2,0.0024449877750611594,0.026171765366264383,0.03918836540973613,0.02234647988219843,0.007172131147540984,0.006450974245598894,-0.02539682539682542,-0.09055876685934482,0.00957055038002
2004,3,-0.002439024390243937,-0.05299145299145299,0.04223581664292299,0.07365163399964965,0.0508646998982706,0.0058850529490837265,-0.07817589576547224,0.01483050847457618,-0.0169472545893
2004,4,-0.004889975550122145,-0.003249097472924188,-0.06920211197770094,-0.05764942622505031,0.001936108422071636,0.006681768550056224,0.18374558303886926,-0.016701461377870506,0.0080953484312
