year,month,LPX,MTH,DHI,FINL,STC,RNR,FBC,RWT,CLI,HELE,TAP,UVV,MD,BMY,EIX,NEE,T,PXD,DVN,CLGX,CAL,FCN,DLX,INGR,CMTL,ORCL
2015,12,17.9293,33.99,31.2027,16.9164,34.9158,110.7178,23.11,11.1513,21.9924,94.25,90.189,51.6452,71.66,65.338,55.922,97.4352,30.7782,125.254,31.2534,33.86,26.2398,34.66,52.359,92.688,17.9856,35.2676
2016,1,15.6496,33.01,26.7994,17.721,33.1668,110.1895,18.65,9.0984,19.7079,89.37,86.886,50.8939,69.46,59.0407,58.3682,104.7694,32.7079,123.825,27.2491,35.7,26.2985,33.89,53.6646,97.407,17.759,35.1997
2016,2,15.8188,32.47,26.1096,17.1405,31.5674,110.7275,19.2,10.0446,18.8642,95.36,81.883,50.6615,67.04,58.8223,64.375,106.6091,33.5152,120.409,19.2209,34.59,27.7269,32.91,55.4204,97.891,18.6961,35.6554
2016,3,17.0433,36.46,29.5395,19.8499,34.2489,117.5339,21.46,11.2937,22.2768,103.69,92.798,52.8281,64.62,61.0358,68.3579,111.8253,35.5288,140.639,27.089,34.7,27.7505,35.51,60.3243,103.719,21.2617,39.6591
2016,4,16.9238,34.03,29.3733,18.5799,32.8707,108.7849,23.67,11.1901,24.3853,99.53,92.268,51.2079,71.29,68.9662,67.2359,111.1071,35.648,165.981,34.2364,35.48,24.7292,40.3,60.6043,111.78,22.3116,38.7852
2016,5,18.1981,36.49,29.9425,17.1559,35.1363,113.2967,24.24,12.3039,25.034,102.83,95.693,51.3487,68.45,68.5076,68.1107,114.3425,35.951,160.205,35.6284,37.27,23.9935,41.85,63.1817,114.033,21.2421,39.1161
2016,6,17.2723,37.54,30.8439,19.1052,39.399,115.5013,24.41,12.1672,25.7591,102.84,97.967,54.2025,72.43,70.648,74.3206,124.1281,39.6793,151.102,35.8476,38.48,23.817,40.68,64.3846,126.153,11.838,39.8264
2016,7,20.1095,36.39,32.2156,20.5625,40.731,115.58,26.41,12.5724,27.0542,99.61,98.965,56.1917,68.91,71.8583,74.0431,122.1196,40.1979,162.454,37.855,40.28,25.8927,42.84,65.5681,129.886,12.3223,40.0803
2016,8,19.3927,35.9,31.4902,22.8707,43.5567,117.724,28.08,13.0394,26.6321,90.34,99.521,57.0065,65.77,55.1256,69.5841,115.9331,37.96,178.922,42.849,41.02,25.5189,44.29,66.4271,133.513,12.1526,40.2561
2016,9,18.7456,34.7,29.6633,21.93,42.5718,118.4823,27.75,12.7374,26.114,86.17,106.796,55.159,66.25,51.7925,69.5842,117.256,37.7093,185.56,43.681,39.22,24.95,44.56,65.1116,130.21,12.0772,38.3614
2016,10,18.2678,30.95,28.3176,18.7089,43.0506,122.5546,27.43,12.6474,24.7731,81.5,100.97,51.8301,61.25,49.2402,70.7688,122.7009,34.5781,178.934,37.5215,42.56,24.6738,38.96,59.6353,128.36,10.0831,37.6669
2016,11,19.2533,36.05,27.3225,21.4154,45.4354,128.737,28.18,13.6909,26.0947,85.1,95.742,52.643,65.47,54.5888,66.2326,110.3404,36.3075,190.948,47.86,37.73,32.2999,42.7,66.2669,114.866,11.1496,39.4022
2016,12,18.8452,34.8,26.9381,17.9511,44.4334,134.6313,26.94,13.9276,27.9952,84.45,95.038,60.9626,66.66,56.5232,69.8606,115.3923,39.973,179.983,45.2823,36.83,32.4436,45.08,70.0941,122.771,11.4889,37.6963
2017,1,19.0443,36.75,29.4811,16.4146,42.1192,134.7301,25.77,14.1932,27.1709,93.3,94.267,65.5766,68.35,47.8616,70.7243,119.5073,40.0858,180.143,45.1534,35.27,30.3973,42.14,71.3079,125.944,10.4957,39.4778
2017,2,23.4743,35.55,31.6469,15.6546,42.8231,145.9181,28.4,14.9898,28.2667,97.7,98.45,65.2873,71.19,55.2122,77.3814,127.5093,39.734,185.88,42.9919,39.19,29.5274,40.24,72.3189,118.772,11.1608,41.9187
2017,3,24.7088,36.8,32.9424,13.6666,42.8992,143.2706,28.19,15.4759,26.1237,94.2,93.86,68.2286,69.38,52.9437,77.7768,124.9494,39.5058,186.18,41.4276,40.72,26.1748,41.17,70.9234,118.813,14.4181,43.9069
2017,4,25.6247,38.95,32.5271,15.184,46.0647,140.8142,29.24,15.9045,26.3772,94.0,94.037,71.3819,60.36,54.9655,78.1285,130.0011,38.1304,172.944,39.2132,42.74,28.5525,34.59,70.6679,122.157,13.8082,44.442
2017,5,22.1802,39.9,32.4297,13.6585,43.9285,141.4976,28.89,15.7648,25.9481,91.0,93.363,64.5304,54.3,52.9062,79.6917,138.643,37.072,166.815,33.7418,43.3,27.0862,34.53,67.2829,112.558,14.2222,44.867
2017,6,24.002,42.2,34.2948,13.7166,44.3599,138.0382,30.82,16.1396,26.465,94.1,85.04,62.8782,60.37,54.6419,76.9173,137.3589,36.3023,159.537,31.8042,43.38,27.592,34.96,68.3293,118.109,18.6968,49.5623
2017,7,24.9975,40.75,35.4059,13.3197,38.4166,145.841,32.56,16.3575,25.7773,100.75,87.64,62.6782,46.98,56.1885,77.3993,143.2011,38.0128,163.056,33.1373,45.55,27.0953,32.81,71.2709,122.181,17.836,49.5409
2017,8,25.3658,40.7,35.9605,8.1492,35.2689,138.1474,32.82,15.7986,22.4864,90.3,88.805,56.0624,44.85,59.7238,78.8749,148.5009,36.5118,129.615,31.2372,46.97,26.7974,33.91,68.7552,122.677,19.3917,49.9378
2017,9,26.9586,44.4,39.7207,11.7688,37.2172,134.4709,35.48,15.7018,23.2919,96.9,80.781,56.1604,43.12,62.943,76.445,144.5938,38.1785,147.54,36.5852,46.22,30.3882,35.48,72.3343,120.123,20.343,47.9732
2017,10,27.0582,48.7,43.9782,9.0688,37.3946,137.6749,37.37,15.1427,22.5588,92.9,80.019,56.7452,43.79,61.258,79.1989,153.0,33.2101,149.67,36.7745,46.9,27.212,42.75,69.0526,124.812,21.4121,50.7026
2017,11,27.4863,54.95,50.8581,10.6732,39.7502,131.9932,38.01,14.4777,21.9247,89.4,77.683,52.7873,49.79,62.7781,80.5065,156.9173,35.9044,156.04,38.399,43.61,32.4991,43.01,70.8028,137.886,21.5714,48.8697
2017,12,26.1423,51.2,50.9279,14.3727,41.9951,125.2878,37.42,14.5531,21.36,96.35,81.632,51.9463,53.44,60.8805,63.24,155.0805,38.3718,172.85,41.3242,46.21,33.4054,42.96,76.5188,139.8,22.0194,47.0966
